,hs6,naics
70903,510710,313111
70904,510720,313111
70906,510810,313111
70908,510820,313111
70910,510910,313111
70913,510990,313111
70916,511000,313111
70917,621112,315239
70978,520300,313312
70982,520411,313113
70983,520419,313113
70984,520420,313113
70985,520511,313111
70987,520512,313111
70990,520513,313111
70992,520514,313111
70994,846591,333210
70995,520515,313111
70997,520521,313111
71000,520522,313111
71003,520523,313111
71006,520524,313111
71009,520526,313111
71012,520527,313111
71015,520528,313111
71018,520531,313111
71019,520532,313111
71020,520533,313111
71021,520534,313111
71022,520535,313111
71023,520541,313111
71026,520542,313111
71029,520543,313111
71033,520544,313111
71037,520546,313111
71040,520547,313111
71043,520548,313111
71046,520611,313111
71047,520612,313111
71048,520613,313111
71049,520614,313111
71050,520615,313111
71051,520621,313111
71053,520622,313111
71054,520623,313111
71055,520624,313111
71056,520625,313111
71057,520631,313111
71058,520632,313111
71059,520633,313111
71060,520634,313111
71062,520635,313111
71063,520641,313111
71064,520642,313111
71065,520643,313111
71066,520644,313111
71067,520645,313111
71068,520710,313111
71069,520790,313111
71074,550700,313312
71081,580390,314999
71102,621111,315228
71212,621132,315222
71226,521042,313210
71246,521052,313210
71258,520853,313210
71318,610342,315224
71326,853229,334414
71334,610990,315221
71353,521012,313210
71355,610610,315232
71373,521022,313210
71383,710391,339913
71394,521121,313210
71396,711419,339912
71400,521122,313210
71403,521129,313210
71411,610610,315239
71453,720120,331111
71457,580390,313210
71514,620811,315231
71523,720292,331112
71530,810293,331491
71548,530410,111998
71549,530490,314999
71550,530511,111335
71551,530519,314999
71552,720293,331112
71553,530521,111998
71554,530529,314999
71555,530591,111998
71556,530599,314999
71557,530610,313111
71558,530620,313111
71559,530710,313111
71561,530720,313111
71562,530810,313111
71563,530820,313111
71564,530830,313111
71565,530890,313111
71583,540110,313113
71605,740312,331411
71613,540120,313113
71614,540210,325222
71619,540220,325222
71624,540231,325222
71626,540232,325222
71627,720150,331111
71629,540233,325222
71631,540239,325222
71636,540241,325222
71641,540242,325222
71642,540243,325222
71646,540249,325222
71649,610349,315228
71653,540251,325222
71654,540252,325222
71656,540259,325222
71657,720150,331112
71658,540261,325222
71659,540262,325222
71660,540269,325222
71661,540310,325221
71664,540320,325221
71666,540331,325221
71668,540332,325221
71669,540333,325221
71672,540339,325221
71674,540341,325221
71675,540342,325221
71676,540349,325221
71677,540410,339920
71678,540410,325222
71684,540490,325222
71685,540500,325221
71687,540610,325222
71690,540620,325221
71715,550340,325222
71719,630253,314129
71745,722810,331111
71811,550620,313312
71816,720299,331112
71860,610712,315221
71882,550110,325222
71883,550120,325222
71884,550130,325222
71885,550190,325222
71886,550200,325221
71888,550310,325222
71890,550320,325222
71893,550330,325222
71894,550390,325222
71896,550410,325221
71898,550490,325221
71899,550510,325222
71902,550520,325221
71903,550610,313312
71904,600293,313249
71905,550630,313312
71906,550690,313312
71908,550810,313113
71909,550820,313113
71910,550911,313111
71911,550912,313111
71912,550921,313111
71913,550922,313111
71915,550931,313111
71916,550932,313111
71917,550941,313111
71919,550942,313111
71921,811291,331419
71922,550951,313111
71924,550952,313111
71926,550953,313111
71929,550959,313111
71930,550961,313111
71931,550962,313111
71932,550969,313111
71936,550991,313111
71937,720310,331112
71938,550992,313111
71939,550999,313111
71942,551011,313111
71943,551012,313111
71944,551020,313111
71945,551030,313111
71946,551090,313111
71949,551110,313111
71951,551120,313111
71952,551130,313111
72030,551322,313210
72042,551332,313210
72043,551333,313210
72054,551342,313210
72055,551343,313210
72072,551413,313210
72096,551431,313210
72097,551432,313210
72100,551433,313210
72102,551439,313210
72175,551592,313210
72181,711320,339911
72211,740313,331411
72267,620422,315239
72275,732410,332998
72307,560110,314999
72325,560311,313320
72328,560312,313320
72330,560313,313320
72332,560314,313320
72336,560391,313320
72338,560392,313320
72341,560393,313320
72345,560394,313320
72352,560410,313221
72353,560420,314992
72354,560490,313320
72357,845110,335224
72358,560600,314999
72360,560710,314991
72361,560721,314991
72362,560729,314991
72363,560730,314991
72365,560741,314991
72367,560749,314991
72371,560750,314991
72374,560790,314991
72376,560811,314991
72378,560819,314991
72382,560890,314991
72383,560890,314999
72386,560900,314991
72406,851780,334210
72430,570251,314110
72432,570252,314110
72433,570259,314110
72446,854079,334411
72469,580124,313210
72470,580125,313210
72477,580134,313210
72478,580135,313210
72482,580190,314999
72495,580310,313210
72500,580410,313249
72503,580421,313249
72504,580429,313249
72505,600192,313249
72508,580430,313249
72517,580610,313221
72523,580620,313221
72525,580631,313221
72526,580632,313221
72530,580639,313221
72535,580640,315999
72536,580710,313221
72541,620462,315239
72549,610321,315228
72551,580810,313221
72556,580890,315999
72559,851921,334310
72566,854081,334411
72572,732421,332998
72576,590210,314992
72577,590220,314992
72578,590290,314992
72600,590410,326192
72601,590491,326192
72603,590492,326192
72604,590500,322222
72606,590610,326299
72622,590800,313221
72623,590900,313221
72625,591000,313221
72632,610590,315223
72636,591120,313221
72647,591140,313221
72648,591190,313221
72650,600110,313249
72652,600121,313249
72653,600122,313249
72654,600129,313249
72655,600191,313249
72660,600199,313249
72662,600210,313249
72666,600220,313249
72670,600230,313249
72675,600241,313249
72676,600242,313249
72677,600243,313249
72680,600249,313249
72681,600291,313249
72682,600292,313249
72687,600299,313249
72689,610110,315228
72690,854089,334411
72692,610120,315228
72694,610130,315228
72700,610190,315228
72705,610210,315234
72706,610220,315234
72709,610230,315234
72713,610290,315234
72718,610311,315222
72719,610312,315222
72721,610319,315222
72735,610321,315222
72736,610321,315224
72737,610321,315223
72740,610322,315228
72741,610322,315222
72742,610322,315224
72744,610322,315223
72747,610323,315228
72748,610323,315222
72749,610722,315221
72750,610323,315224
72751,610323,315223
72762,610329,315228
72763,610329,315222
72764,610329,315224
72767,610329,315223
72772,610341,315224
72780,851929,334310
72784,854389,335999
72793,610331,315222
72794,610332,315222
72795,610333,315222
72797,610339,315222
72804,610341,315228
72805,610342,315228
72813,610343,315224
72814,610343,315228
72827,610349,315224
72842,610411,315234
72843,610412,315234
72849,610413,315234
72851,610419,315234
72861,610421,315234
72864,610421,315239
72865,610421,315232
72868,610422,315234
72870,610422,315239
72872,610422,315232
72875,610423,315234
72877,610429,315234
72878,610423,315239
72879,610423,315232
72893,610429,315239
72895,610429,315232
72908,610463,315239
72941,610431,315234
72942,610432,315234
72944,610433,315234
72946,610439,315234
72953,610441,315233
72955,610442,315233
72957,610443,315233
72961,610444,315233
72964,610449,315233
72969,610451,315234
72970,610452,315234
72972,610453,315234
72976,610459,315234
72984,610461,315239
72987,610462,315239
73013,610469,315239
73028,610510,315223
73029,610510,315228
73032,610520,315223
73034,610520,315228
73039,610620,315232
73042,610620,315239
73044,610690,315232
73055,610711,315221
73059,610719,315221
73061,610721,315221
73065,610729,315221
73068,610791,315221
73070,620711,315221
73072,610792,315221
73075,610799,315221
73080,610811,315231
73082,610819,315231
73085,610821,315231
73087,610822,315231
73090,610829,315231
73093,610831,315231
73095,610832,315231
73099,610839,315231
73102,610891,315231
73107,610892,315231
73112,610899,315231
73116,610910,315221
73119,610910,315223
73124,610910,315231
73125,610910,315232
73131,911210,334518
73132,610990,315223
73136,610990,315232
73140,610990,315231
73151,611010,315228
73152,611010,315239
73153,611010,315222
73154,611010,315234
73155,611010,315223
73156,611010,315232
73166,611020,315228
73167,611020,315239
73168,611020,315222
73169,611020,315234
73170,611020,315223
73171,611020,315232
73183,611030,315228
73184,611030,315239
73185,611030,315222
73186,611030,315234
73187,611030,315223
73188,611030,315232
73192,620321,315223
73214,611090,315228
73215,611090,315239
73216,611090,315222
73217,620321,315228
73218,611090,315234
73219,611090,315223
73220,611090,315232
73253,611110,315291
73255,611120,315291
73264,611130,315291
73273,611190,315291
73284,611211,315228
73285,611211,315239
73290,611212,315228
73291,611212,315239
73296,611219,315228
73298,611219,315239
73316,611220,315228
73317,611220,315239
73320,621220,315231
73329,611231,315228
73331,611239,315228
73334,611241,315239
73338,611249,315239
73341,611300,315999
73344,611300,315228
73345,611300,315234
73348,611300,315224
73349,611300,315239
73354,732429,332998
73361,611410,315223
73362,611410,315239
73363,611410,315233
73364,611410,315228
73366,611420,315223
73367,611420,315232
73368,611420,315233
73369,611420,315239
73370,611420,315228
73375,611420,315224
73379,611430,315223
73380,611430,315232
73381,611430,315239
73384,611430,315233
73386,611430,315228
73389,611430,315224
73395,611490,315223
73396,611490,315232
73397,611490,315233
73398,611490,315239
73409,611511,31511X
73410,720610,331111
73412,611512,339113
73413,611512,31511X
73414,611519,339113
73415,611519,31511X
73419,611520,31511X
73422,611591,31511X
73423,611592,339113
73424,611592,31511X
73426,611593,339113
73427,611593,31511X
73431,611599,31511X
73439,611610,315992
73444,621230,315231
73456,611691,315992
73459,611692,315992
73470,611693,315992
73478,611699,315992
73485,611710,315999
73491,611720,315993
73496,611780,315999
73511,611790,315999
73536,620111,315222
73538,620112,315222
73545,620113,315228
73546,620113,315222
73552,620119,315222
73557,620191,315228
73559,720690,331111
73561,620192,315228
73570,620193,315228
73578,620199,315228
73583,620211,315234
73585,620212,315239
73586,620212,315234
73593,620213,315239
73594,620213,315234
73601,620219,315234
73606,620291,315239
73609,620292,315239
73617,620293,315239
73625,620299,315239
73631,620311,315222
73633,620312,315222
73636,620319,315222
73646,620452,315234
73650,620321,315222
73651,620321,315224
73652,620322,315228
73655,620322,315222
73656,620322,315224
73658,620322,315223
73660,620323,315228
73661,620323,315222
73663,620323,315224
73664,620323,315223
73672,620329,315228
73673,620329,315222
73674,620329,315224
73676,620329,315223
73679,911280,334518
73690,620331,315222
73692,620332,315222
73698,620333,315222
73704,620339,315222
73713,620341,315224
73718,620341,315228
73720,620342,315228
73722,620342,315224
73738,620343,315228
73739,620343,315224
73743,760120,331312
73760,620349,315228
73761,620349,315224
73783,620411,315234
73784,620412,315234
73788,620413,315234
73791,620419,315234
73801,620421,315234
73803,620421,315239
73804,620421,315232
73807,620422,315234
73809,620422,315232
73812,620423,315234
73814,620423,315239
73815,620423,315232
73824,620429,315234
73826,620429,315239
73828,620429,315232
73865,620431,315234
73870,620432,315234
73876,620433,315234
73882,620439,315234
73892,620441,315233
73895,620442,315233
73905,620443,315233
73914,620444,315233
73919,620449,315233
73925,620451,315234
73933,620453,315234
73939,620459,315234
73951,620461,315239
73968,620463,315239
73984,620469,315239
73998,620930,315291
73999,621710,315999
74014,620510,315223
74017,620520,315223
74023,620520,315228
74033,843780,333294
74034,620530,315223
74042,620530,315228
74047,620590,315223
74056,620610,315232
74061,620620,315232
74062,620821,315231
74067,620630,315232
74071,620630,315239
74076,620640,315232
74082,620640,315239
74086,620920,315291
74088,620690,315232
74092,620719,315221
74095,620721,315221
74099,620722,315221
74100,620729,315221
74103,620791,315221
74106,620792,315221
74110,620799,315221
74118,620819,315231
74124,620822,315231
74125,621040,315228
74126,620829,315231
74130,620891,315231
74134,620892,315231
74138,620899,315231
74146,620910,315291
74147,820551,332212
74149,621020,315228
74153,620920,314999
74162,620990,315291
74171,621010,315999
74176,621020,315999
74179,621790,315999
74181,621030,315999
74182,621030,315239
74187,621040,315999
74189,621040,315224
74200,621050,315999
74201,621050,315234
74202,621050,315239
74223,621120,315228
74225,621120,315239
74244,621139,315228
74250,740620,331411
74269,621131,315228
74271,621131,315223
74272,621131,315222
74275,621132,315228
74277,621132,315224
74283,621132,315223
74286,621133,315228
74288,621133,315224
74290,847730,333220
74295,621133,315223
74296,621133,315222
74300,621139,315224
74304,621139,315223
74305,621139,315222
74317,621141,315239
74319,621141,315232
74320,621141,315233
74321,621141,315234
74325,621142,315239
74332,621142,315232
74334,621142,315233
74335,621142,315234
74338,621143,315239
74345,621143,315232
74346,621143,315233
74348,621143,315234
74352,621149,315239
74356,640520,316213
74357,621149,315232
74358,621149,315233
74359,621149,315234
74371,621210,315231
74382,621290,315999
74385,640691,316999
74388,621310,315999
74390,621320,315999
74392,621390,315999
74394,621410,315999
74396,621420,315999
74397,621430,315999
74398,621440,315999
74399,621490,315999
74401,621510,315993
74403,820559,332212
74405,621520,315993
74406,621590,315993
74411,621600,315992
74437,630110,335211
74445,740710,331421
74473,630120,314129
74475,630130,314129
74477,630140,314129
74479,630190,314129
74482,630210,314129
74484,630221,314129
74503,740319,331411
74505,630222,314129
74515,630229,314129
74517,630231,314129
74537,630232,314129
74550,630239,314129
74553,630240,314129
74556,630251,314129
74560,630252,314129
74566,630259,314129
74568,630260,314129
74571,630291,314129
74578,630292,314129
74580,630293,314129
74582,630299,314129
74584,630311,314121
74585,630312,314121
74586,630319,314121
74588,630391,314121
74589,630392,314121
74591,630399,314121
74594,630411,314129
74599,630419,314129
74607,630491,314129
74612,630492,314129
74613,630493,314129
74614,630499,314129
74623,630510,314911
74624,630520,314911
74625,630532,314911
74628,640391,316219
74629,630533,314911
74631,630539,314911
74632,630590,314911
74633,630611,314912
74634,630612,314912
74635,630619,314912
74637,630621,314912
74638,630622,314912
74641,630629,314912
74642,630631,314912
74643,630639,314912
74644,630641,314912
74645,630649,314912
74646,630691,314912
74647,630699,314912
74649,640351,316219
74653,630710,314129
74657,630790,313221
74665,640291,316213
74672,630790,315999
74683,630800,339999
74686,630900,920000
74694,640110,316211
74695,640191,316211
74696,640192,316219
74697,640192,316211
74700,640199,316211
74704,640212,316219
74705,640219,316219
74721,640220,316211
74722,640230,316213
74723,640230,316211
74730,640291,316219
74731,640291,316214
74736,640291,316211
74746,640359,316213
74759,640299,316213
74760,640299,316214
74761,640299,316219
74765,640299,316211
74768,640299,316212
74802,640312,316219
74805,640319,316219
74817,640320,316213
74818,640330,316214
74819,640359,316219
74820,640340,316214
74821,640340,316213
74823,640351,316213
74826,640351,316214
74836,640359,316214
74852,640391,316213
74853,640391,316214
74863,640399,316212
74873,640399,316213
74874,640399,316214
74875,640399,316219
74906,640411,316211
74907,681110,327999
74921,640510,316219
74924,640411,316213
74927,640419,316213
74928,640419,316219
74929,640419,316214
74934,640419,316212
74973,640420,316213
74974,640420,316214
74975,640420,316219
74983,640510,316213
74984,640510,316214
74985,640520,316214
74986,640520,316219
74990,640520,316212
74994,640590,316219
74996,640610,316999
75018,640699,31511X
75020,640699,316999
75027,640699,326299
75031,691110,327112
75032,650100,315991
75035,650200,315991
75041,650300,315991
75044,650400,315991
75051,650510,339999
75052,650590,315239
75053,650590,315991
75092,650691,326299
75095,650692,315292
75096,650699,315991
75097,650700,315999
75101,660200,339999
75102,660310,339999
75104,660320,339999
75116,680210,327991
75119,680222,327991
75171,681120,327999
75172,681130,327999
75173,681190,327999
75174,681210,327999
75175,681220,327999
75176,681230,327999
75177,681240,327999
75178,681250,339113
75180,681260,327999
75181,681270,327999
75182,681290,327999
75183,681290,339991
75186,681310,336340
75188,681390,336340
75190,852530,334220
75195,681591,327125
75198,690100,327125
75199,690210,327125
75201,690220,327124
75202,690220,327125
75205,690290,327124
75206,690290,327125
75210,690310,327125
75211,690320,327124
75212,690390,327124
75213,690390,327125
75214,690410,327121
75218,690490,327121
75219,690510,327123
75220,690590,327123
75222,690600,327123
75223,690710,327122
75224,690790,327122
75226,690810,327122
75229,690890,327122
75231,690911,327112
75233,690912,327112
75234,690919,327113
75235,690919,327112
75237,690990,327112
75239,940380,337127
75241,691090,327111
75257,691190,327111
75258,691190,327112
75259,701321,327212
75260,691200,327112
75276,691310,327112
75279,691390,327112
75283,691410,327112
75285,691490,327112
75300,700320,327215
75302,700330,327215
75307,700490,327211
75308,701092,327213
75333,711021,331419
75337,700530,327215
75358,701091,327213
75365,701329,327212
75370,701093,327213
75375,701094,327213
75387,701200,327212
75399,701331,327212
75404,701332,327212
75408,701339,327212
75415,701810,339914
75450,701890,339932
75455,850490,327113
75456,701919,314992
75462,701940,314992
75463,701940,313221
75472,701951,314992
75473,701951,313221
75474,852540,334310
75475,701952,314992
75479,701959,314992
75485,710110,339913
75487,710221,339913
75491,710229,339913
75494,710231,339913
75496,710239,339913
75498,710310,339913
75501,710399,339913
75503,710410,339913
75504,710420,339913
75505,710490,339913
75513,710691,331419
75521,710812,331419
75529,710820,339911
75531,711011,331419
75534,711031,331419
75536,711041,331419
75543,711210,910000
75544,711220,910000
75545,711290,910000
75546,711311,339911
75549,711319,339911
75565,711420,339912
75575,711610,339911
75577,711620,339911
75583,711711,339914
75584,711719,339914
75590,711790,339914
75599,711810,332999
75600,711890,332999
75604,720110,331111
75605,720211,331112
75607,720219,331112
75609,720221,331112
75614,720229,331112
75616,720230,331112
75617,720241,331112
75618,720249,331112
75620,720250,331112
75621,720260,331112
75622,720270,331112
75623,720280,331112
75624,720291,331112
75625,720390,331112
75635,720711,331111
75636,720712,331111
75638,720719,331111
75640,720720,331111
75645,720810,331111
75648,740321,331411
75649,720825,331111
75651,720826,331111
75653,720827,331111
75655,720836,331111
75657,720837,331111
75661,720838,331111
75664,720839,331111
75667,720840,331111
75671,720851,331111
75675,720852,331111
75676,720853,331111
75677,720854,331111
75678,720890,331111
75679,720915,331111
75680,720916,331111
75683,720917,331111
75686,720918,331111
75691,720925,331111
75692,720926,331111
75693,720927,331111
75694,720928,331111
75695,720990,331111
75696,721011,331111
75697,721012,331111
75698,721020,331111
75699,721030,331111
75701,721041,331111
75702,721410,331111
75703,721049,331111
75705,721050,331111
75706,721061,331111
75707,721069,331111
75708,721070,331111
75712,721090,331111
75715,721113,331111
75716,721114,331111
75719,721119,331111
75728,721123,331111
75738,721129,331111
75743,721190,331111
75744,721210,331111
75745,721220,331111
75746,721230,331111
75750,721240,331111
75753,721250,331111
75754,721260,331111
75755,721310,331111
75756,721320,331111
75757,721391,331111
75761,721399,331111
75764,721420,331111
75765,721430,331111
75766,721491,331111
75770,721499,331111
75776,721510,331111
75777,721550,331111
75780,721590,331111
75784,721610,331111
75787,721621,331111
75788,721622,331111
75789,721631,331111
75790,721632,331111
75791,721633,331111
75794,721640,331111
75796,721650,331111
75797,721661,331111
75798,722410,331111
75799,721669,331111
75800,721691,331111
75801,721699,331111
75830,722490,331111
75835,740322,331411
75849,721810,331111
75850,721891,331111
75853,721899,331111
75858,721911,331111
75861,721912,331111
75871,721913,331111
75875,721914,331111
75878,721921,331111
75883,721922,331111
75884,721933,331111
75897,721923,331111
75900,721924,331111
75902,721931,331111
75904,721932,331111
75924,721934,331111
75931,721935,331111
75936,721990,331111
75941,722011,331111
75942,722012,331111
75944,722020,331111
75962,722820,331111
75963,722090,331111
75967,722100,331111
75972,722211,331111
75975,722219,331111
75977,722220,331111
75980,722230,331111
75981,722240,331111
76002,722511,331111
76003,722519,331111
76004,722520,331111
76005,722530,331111
76008,722691,331111
76012,722540,331111
76020,722550,331111
76027,722591,331111
76028,722592,331111
76029,722790,331111
76030,722599,331111
76032,722611,331111
76035,722619,331111
76037,722620,331111
76043,780110,331419
76046,722692,331111
76055,722693,331111
76056,722694,331111
76057,722699,331111
76058,722710,331111
76059,722720,331111
76063,730110,331111
76069,722830,331111
76074,722840,331111
76075,722850,331111
76082,722860,331111
76086,722870,331111
76091,722880,331111
76092,722910,331222
76098,730120,331111
76100,730210,331111
76112,730220,331511
76119,730410,331111
76127,730421,331111
76131,730429,331111
76165,740110,331411
76172,730431,331111
76175,730439,331111
76184,730620,331111
76194,730690,331111
76198,730441,331111
76204,730449,331111
76209,730451,331111
76214,730459,331111
76215,920420,339992
76239,730490,331111
76243,730511,331111
76247,730512,331111
76250,730519,331111
76253,730520,331111
76257,730531,335129
76258,730531,331111
76260,730539,331111
76262,730590,331111
76264,730610,331111
76277,730630,331111
76278,730630,335129
76290,730640,331111
76303,730650,331111
76309,730660,331111
76314,850880,333991
76317,730719,332919
76362,731021,332439
76370,731210,314992
76379,851671,335211
76380,731210,331319
76402,731413,332618
76414,851672,335211
76415,732090,334518
76422,731450,332312
76423,731511,333613
76427,731512,333613
76431,731519,333613
76508,731910,339993
76509,731920,339993
76511,731930,339993
76516,732010,332611
76521,732020,332611
76526,732090,332611
76533,732113,335221
76541,732183,333414
76552,732391,339912
76553,732391,332999
76554,732392,332999
76564,732399,339912
76572,732490,332998
76583,732690,316993
76585,732690,339912
76586,732690,334417
76593,740200,331411
76594,740311,331411
76595,740323,331411
76596,740329,331411
76607,740500,331411
76610,740610,331411
76613,740721,331421
76618,740722,331421
76621,740729,331421
76624,740811,331422
76626,740819,331422
76627,740821,331422
76628,740822,331422
76630,740829,331422
76633,740911,331421
76636,740919,331421
76639,740921,331421
76643,740929,331421
76647,740931,331421
76651,740939,331421
76656,740940,331421
76657,740990,331421
76665,741021,334419
76670,741110,331421
76673,741121,331421
76675,741122,331421
76676,741129,331421
76686,741300,331422
76689,741420,332618
76692,741490,332618
76696,741531,332722
76697,741532,332722
76701,741600,332611
76702,741700,335221
76704,741811,332999
76706,741819,339912
76707,741819,332999
76708,790120,331419
76712,741820,332998
76717,741999,316993
76718,741999,339912
76721,750110,331419
76722,750120,331419
76723,750210,331419
76724,750220,331419
76743,760110,331312
76754,760410,331316
76759,760421,331316
76760,760429,331316
76765,760511,331319
76768,760519,331319
76769,760521,331319
76772,760529,331319
76807,811220,910000
76809,760810,331316
76812,760820,331316
76827,761410,331319
76829,761490,331319
76830,790310,331419
76833,761511,332999
76834,761519,332999
76835,761519,332214
76840,761520,332998
76853,780191,331419
76854,780199,331419
76859,780300,331491
76863,780500,331491
76866,790111,331419
76867,790112,331419
76869,790600,331491
76872,800110,331419
76873,800120,331419
76878,800400,331491
76879,800500,332999
76880,800500,331492
76881,800600,331491
76886,810191,910000
76887,810191,331419
76888,810192,331491
76889,810193,331491
76892,810291,331419
76893,810291,910000
76894,810292,331491
76896,810310,331419
76897,810411,331419
76898,810419,331419
76902,810510,331419
76904,810510,331491
76907,810710,331419
76909,810810,910000
76910,810810,331419
76911,810810,331492
76922,810910,910000
76923,810910,331419
76925,811000,331419
76927,811100,331419
76929,811211,910000
76930,811211,331419
76932,811220,331419
76933,811230,910000
76934,811230,331419
76935,811230,331491
76936,811240,910000
76937,811240,331419
76938,811291,910000
76946,820110,332212
76947,820120,332212
76948,820130,332212
76949,820140,332212
76951,820150,332211
76953,820160,332212
76954,820190,332212
76956,820210,332213
76957,820220,332213
76959,820231,332213
76960,820560,332212
76961,820239,332213
76962,820240,332213
76965,820291,332213
76967,820299,332213
76968,820310,332212
76971,820320,332211
76972,820320,332212
76976,820330,332212
76978,820340,332212
76980,820411,332212
76982,820412,332212
76983,820420,332212
76984,820510,332212
76985,820520,332212
76987,820530,332212
76989,820540,332212
76990,820551,332211
76996,820559,332211
77003,820580,332212
77004,820590,332212
77005,820600,332212
77009,820790,332212
77019,820730,332212
77026,820750,332212
77048,820820,332212
77051,820830,332212
77053,820840,332212
77055,820890,332212
77059,821000,332212
77060,821110,332211
77061,821191,339912
77066,821191,332211
77070,821192,332211
77077,821193,332211
77079,821194,332211
77081,821195,339912
77082,821195,332211
77084,821210,332211
77085,821220,332211
77087,821290,332211
77088,821300,332211
77091,851992,334310
77093,821410,332211
77094,821420,332211
77097,821490,332211
77100,821510,339912
77101,821520,339912
77102,821591,339912
77105,821599,339912
77110,821599,332211
77168,831130,333992
77175,830260,332510
77178,830400,337214
77179,830510,323118
77184,830621,339912
77185,830629,339912
77186,830630,332999
77192,830820,339993
77197,830910,332115
77198,830990,332115
77203,841239,333995
77207,840130,333999
77220,840510,333999
77221,840590,333999
77244,840710,920000
77256,840732,33631X
77267,840733,33631X
77274,840734,33631X
77313,840991,33631X
77367,841229,333911
77368,841229,333995
77376,841280,333999
77377,841290,333911
77383,841290,333111
77387,841330,333618
77388,841330,33631X
77411,841391,333618
77413,841391,33631X
77420,841430,336391
77427,841451,335211
77432,841459,33631X
77433,841459,333412
77436,841460,335211
77452,841480,333415
77459,841490,335211
77460,841490,333412
77474,841520,336391
77495,841590,336391
77504,841720,333294
77509,841932,333291
77517,841822,335222
77534,841891,333415
77538,842219,335228
77546,841919,333414
77550,841940,333294
77551,841940,333999
77556,841981,333319
77561,841981,333294
77562,841989,333291
77564,841989,333294
77567,841989,333220
77570,841990,333291
77574,841990,333319
77577,842010,333292
77578,842010,333291
77579,842010,333220
77581,842091,333292
77582,842091,333291
77583,842091,333220
77584,842099,333292
77585,842099,333291
77586,842099,333220
77594,842123,336399
77599,842131,336399
77600,842139,336399
77601,842139,333411
77658,842430,333298
77666,842489,333295
77668,842489,333999
77674,842490,333298
77679,842490,333999
77682,842520,333923
77685,842541,333921
77692,842641,333924
77721,842850,333131
77723,842890,333994
77727,842890,333132
77729,842890,333131
77731,842890,333922
77741,842911,920000
77743,842919,920000
77747,842930,920000
77750,842940,920000
77762,842951,920000
77774,842952,920000
77779,842959,920000
77786,843020,333111
77803,843062,333120
77859,843311,333111
77887,843420,333294
77889,843510,333294
77890,843991,333291
77891,843590,333294
77907,843710,333294
77909,843790,333294
77911,843810,333294
77913,843820,333294
77914,843830,333294
77915,843840,333294
77916,843850,333294
77918,843860,333294
77919,843880,333294
77920,843890,333294
77925,843910,333291
77927,843920,333291
77929,843930,333291
77931,843999,333291
77933,844010,333293
77934,844090,333293
77935,844110,333291
77936,844120,333291
77937,844130,333291
77938,844140,333291
77939,844180,333291
77940,844190,333291
77941,844210,333293
77942,844220,333293
77943,844230,333293
77944,844240,333293
77945,844250,333293
77946,844250,323122
77949,844311,333293
77951,844312,333313
77952,844319,333293
77956,844321,333293
77957,844329,333293
77958,844351,333293
77959,844359,333292
77960,844359,333293
77961,844360,333293
77962,844390,333292
77963,844390,333293
77964,844400,333292
77966,844511,333292
77967,844512,333292
77968,844513,333292
77970,844519,333292
77971,844540,333292
77972,844590,333292
77973,844610,333292
77975,844621,333292
77977,844629,333292
77978,844630,333292
77984,844711,333292
77988,844712,333292
77994,844790,333292
77997,844811,333292
77998,844819,333292
77999,844820,333292
78002,844831,333292
78004,844832,333292
78005,844833,333292
78006,844839,333292
78009,844841,333292
78010,844842,333292
78011,844849,333292
78012,844851,339993
78015,844851,333292
78016,844859,333292
78017,846595,333210
78019,844900,333292
78034,845129,333292
78035,845130,335224
78036,845140,333292
78037,845150,333292
78038,845180,335224
78043,845190,333292
78045,845210,333999
78047,845221,333999
78049,845229,333999
78052,845240,337129
78053,845290,333999
78056,845320,333999
78060,845410,333298
78063,845420,333298
78064,845430,333513
78067,845490,333298
78070,845510,333516
78071,845521,333516
78072,845522,333516
78082,845590,333516
78084,845811,333512
78085,845610,333512
78088,845610,335999
78089,845610,333295
78091,845620,333512
78094,845630,333512
78097,845630,333999
78098,845691,333295
78099,845699,333295
78100,845699,333512
78104,845699,333999
78106,845899,333512
78108,845710,333512
78109,846291,333513
78117,845720,333512
78119,845730,333512
78126,845819,333512
78132,845891,333512
78142,845910,333512
78143,845921,333512
78145,845929,333512
78151,845931,333512
78155,845939,333512
78159,845940,333512
78165,845951,333512
78167,845959,333512
78170,845961,333512
78172,845969,333512
78174,846599,333210
78178,845970,333512
78182,846011,333512
78184,846019,333512
78188,846021,333512
78189,846320,333513
78191,846029,333512
78195,846031,333512
78197,846039,333512
78200,846040,333512
78205,846090,333512
78210,846210,333513
78212,846110,333512
78217,846120,333512
78222,846130,333512
78227,846140,333512
78236,846150,333512
78241,846190,333512
78248,847040,333313
78250,846221,333513
78252,846221,333295
78256,846229,333513
78261,846229,333295
78268,846231,333513
78270,846239,333513
78273,846241,333513
78275,846249,333513
78281,846299,333513
78288,846310,333513
78293,846330,333513
78296,846390,333513
78299,846410,333295
78300,846410,333999
78301,846420,333295
78302,846420,333999
78304,846490,333295
78309,846490,333999
78311,846510,333210
78328,846591,333999
78346,846592,333999
78347,846593,333210
78354,846593,333999
78355,846594,333210
78362,846594,333999
78370,846595,333999
78371,846596,333210
78375,846596,333999
78382,846599,333999
78383,846599,333295
78400,851020,335211
78419,846691,333999
78423,846692,333210
78426,846693,333512
78431,846693,333295
78442,846694,333513
78444,846694,333295
78468,847810,333999
78473,846799,333111
